./positive_images/10.jpg 1 0 0 40 40
./positive_images/1004.jpg 1 0 0 40 40
./positive_images/1009.jpg 1 0 0 40 40
./positive_images/1014.jpg 1 0 0 40 40
./positive_images/1015.jpg 1 0 0 40 40
./positive_images/1016.jpg 1 0 0 40 40
./positive_images/1017.jpg 1 0 0 40 40
./positive_images/1018.jpg 1 0 0 40 40
./positive_images/1019.jpg 1 0 0 40 40
./positive_images/102.jpg 1 0 0 40 40
./positive_images/1020.jpg 1 0 0 40 40
./positive_images/1022.jpg 1 0 0 40 40
./positive_images/103.jpg 1 0 0 40 40
./positive_images/1032.jpg 1 0 0 40 40
./positive_images/1033.jpg 1 0 0 40 40
./positive_images/1035.jpg 1 0 0 40 40
./positive_images/1036.jpg 1 0 0 40 40
./positive_images/1037.jpg 1 0 0 40 40
./positive_images/1038.jpg 1 0 0 40 40
./positive_images/104.jpg 1 0 0 40 40
./positive_images/104副本.jpg 1 0 0 40 40
./positive_images/105.jpg 1 0 0 40 40
./positive_images/106.jpg 1 0 0 40 40
./positive_images/11.jpg 1 0 0 40 40
./positive_images/112.jpg 1 0 0 40 40
./positive_images/113.jpg 1 0 0 40 40
./positive_images/116.jpg 1 0 0 40 40
./positive_images/12.jpg 1 0 0 40 40
./positive_images/135.jpg 1 0 0 40 40
./positive_images/138.jpg 1 0 0 40 40
./positive_images/146.jpg 1 0 0 40 40
./positive_images/147.jpg 1 0 0 40 40
./positive_images/148.jpg 1 0 0 40 40
./positive_images/149.jpg 1 0 0 40 40
./positive_images/15.jpg 1 0 0 40 40
./positive_images/150.jpg 1 0 0 40 40
./positive_images/151.jpg 1 0 0 40 40
./positive_images/152.jpg 1 0 0 40 40
./positive_images/153.jpg 1 0 0 40 40
./positive_images/154.jpg 1 0 0 40 40
./positive_images/155.jpg 1 0 0 40 40
./positive_images/156.jpg 1 0 0 40 40
./positive_images/157.jpg 1 0 0 40 40
./positive_images/158.jpg 1 0 0 40 40
./positive_images/159.jpg 1 0 0 40 40
./positive_images/16.jpg 1 0 0 40 40
./positive_images/160.jpg 1 0 0 40 40
./positive_images/17.jpg 1 0 0 40 40
./positive_images/188.jpg 1 0 0 40 40
./positive_images/190.jpg 1 0 0 40 40
./positive_images/191.jpg 1 0 0 40 40
./positive_images/20.jpg 1 0 0 40 40
./positive_images/2017.jpg 1 0 0 40 40
./positive_images/2018.jpg 1 0 0 40 40
./positive_images/2028.jpg 1 0 0 40 40
./positive_images/2029.jpg 1 0 0 40 40
./positive_images/2030.jpg 1 0 0 40 40
./positive_images/2031.jpg 1 0 0 40 40
./positive_images/2032.jpg 1 0 0 40 40
./positive_images/204.jpg 1 0 0 40 40
./positive_images/209.jpg 1 0 0 40 40
./positive_images/213.jpg 1 0 0 40 40
./positive_images/23.jpg 1 0 0 40 40
./positive_images/232.jpg 1 0 0 40 40
./positive_images/234.jpg 1 0 0 40 40
./positive_images/235.jpg 1 0 0 40 40
./positive_images/236.jpg 1 0 0 40 40
./positive_images/237.jpg 1 0 0 40 40
./positive_images/24.jpg 1 0 0 40 40
./positive_images/25.jpg 1 0 0 40 40
./positive_images/255.jpg 1 0 0 40 40
./positive_images/257.jpg 1 0 0 40 40
./positive_images/26.jpg 1 0 0 40 40
./positive_images/265.jpg 1 0 0 40 40
./positive_images/267.jpg 1 0 0 40 40
./positive_images/268.jpg 1 0 0 40 40
./positive_images/27.jpg 1 0 0 40 40
./positive_images/28.jpg 1 0 0 40 40
./positive_images/281.jpg 1 0 0 40 40
./positive_images/282.jpg 1 0 0 40 40
./positive_images/283.jpg 1 0 0 40 40
./positive_images/284.jpg 1 0 0 40 40
./positive_images/285.jpg 1 0 0 40 40
./positive_images/286.jpg 1 0 0 40 40
./positive_images/287.jpg 1 0 0 40 40
./positive_images/288.jpg 1 0 0 40 40
./positive_images/289.jpg 1 0 0 40 40
./positive_images/29.jpg 1 0 0 40 40
./positive_images/290.jpg 1 0 0 40 40
./positive_images/291.jpg 1 0 0 40 40
./positive_images/3.jpg 1 0 0 40 40
./positive_images/30.jpg 1 0 0 40 40
./positive_images/304.jpg 1 0 0 40 40
./positive_images/305.jpg 1 0 0 40 40
./positive_images/306.jpg 1 0 0 40 40
./positive_images/307.jpg 1 0 0 40 40
./positive_images/308.jpg 1 0 0 40 40
./positive_images/309.jpg 1 0 0 40 40
./positive_images/31.jpg 1 0 0 40 40
./positive_images/310.jpg 1 0 0 40 40
